Tweets,cleanedTweets,Translated,Subjectivity,Polarity,Analysis
Beli Tanaka Set top box dvb T2 HD tanaka stb TV DIGITAL di Virgo ♍ shop seharga Rp525.000 diskon dari Rp755.000. Se… https://t.co/jf2mlh0EE3,beli tanaka set top box dvb t2 hd tanaka stb tv digital di virgo ♍ shop seharga rp525.000 diskon dari rp755.000. se… ,"Buy Tanaka Set Top Box DVB T2 HD Tanaka STB Digital TV in Virgo ♍ Shop for Rp525,000 discount from Rp755,000. Se ...",0.25,0.25,1
"RT @brand_thread: Kominfo memberikan sertifikasi pada sejumlah Set Top Box (STB) TV digital. Berikut daftar dan harganya!

--A Thread-- htt…",kominfo memberikan sertifikasi pada sejumlah set top box (stb) tv digital. berikut daftar dan harganya!  --a thread-- htt…,The Ministry of Communication and Information provides certification on a number of Digital TV Top Box (STB) sets. Here's a list and price! -a thread-- htt ...,0.25,0.3125,1
RT @DS_yantie: Menkominfo @PlateJohnny mengatakan salah satu kunci sukses pelaksanaan migrasi TV analog ke digital ini adalah bantuan set t…,menkominfo  mengatakan salah satu kunci sukses pelaksanaan migrasi tv analog ke digital ini adalah bantuan set t…,The Minister of Communication and Information said that one of the keys to the successful implementation of analog to digital tv migration was the assistance of T ...,0.475,0.375,1
"STB Gratis! Cukup Whatsapp Nomor ini, Set Top Box TV Digital bisa Dikirim Kerumahmu, Tunggu apa Lagi, Cepetan https://t.co/LNnYmXdRpI","stb gratis! cukup whatsapp nomor ini, set top box tv digital bisa dikirim kerumahmu, tunggu apa lagi, cepetan ","FREE STB! Just Whatsapp This Number, Digital TV Top Box Set can be sent to your house, what are you waiting for, hurry up",0.43333333333333335,0.3333333333333333,1
Klo pake tv digital gausah pke set top box lagi??,klo pake tv digital gausah pke set top box lagi??,"if you use digital tv, don't bother to set the top box anymore ??",0.25,0.25,1
Membeli set top box atau TV digital untuk menonton televisi https://t.co/jleDNwmOwj,membeli set top box atau tv digital untuk menonton televisi ,buy a set of top boxes or digital TVs to watch television,0.25,0.25,1
Menkominfo @PlateJohnny mengatakan salah satu kunci sukses pelaksanaan migrasi TV analog ke digital ini adalah bant… https://t.co/INmjKdlcex,menkominfo  mengatakan salah satu kunci sukses pelaksanaan migrasi tv analog ke digital ini adalah bant… ,The Minister of Communication and Information said that one of the keys to the successful implementation of analog to digital tv migration was bant ...,0.475,0.375,1
"Beda Set Top Box TV Digital Abal-abal dan Resmi, Harga, Cara Pasang https://t.co/3rhNHnsVZT","beda set top box tv digital abal-abal dan resmi, harga, cara pasang ","Different Set Top Box of Digital TV TVs Fake and Official, Price, How to install",0.525,0.0,0
"Daftar Set Top Box Resmi, TV Analog di Surabaya Dkk Mati Malam Ini https://t.co/p1RHQrveuy","daftar set top box resmi, tv analog di surabaya dkk mati malam ini ","list of official top boxes, analog tv in surabaya et al dead tonight",0.45,0.15,1
Temukan EARISE [ READY STOK ] Stb DVB-T2 / Set Top Box TV Digital 1080P / set top box tv tabung / set top box HD DV… https://t.co/dD9v0spPxi,temukan earise [ ready stok ] stb dvb-t2 / set top box tv digital 1080p / set top box tv tabung / set top box hd dv… ,Find Earare [Ready Stock] STB DVB-T2 / Set Top Box Digital TV 1080p / Set Top Box TV Tube / Set Top Box HD DV ...,0.4,0.33999999999999997,1
How to Watch Digital TV Using Set Top Box - VIVA - https://t.co/S8dRS2i46A https://t.co/sOq0PwjXf0,how to watch digital tv using set top box - viva -  ,How to Watch Digital TV Using Set Top Box - VIVA -,0.25,0.25,1
"Coba cek ini, deh: ""Set Top Box TV Digital Tanaka Sniper DVBT2 Resmi KOMINFO - SNI"" Rp255.000 di toko TokoZet Offic… https://t.co/i6TTlf0hhZ","coba cek ini, deh: ""set top box tv digital tanaka sniper dvbt2 resmi kominfo - sni"" rp255.000 di toko tokozet offic… ","Try to check this, deh: ""Set Top Box Digital TV Tanaka Sniper DVBT2 Official Kominfo - SNI"" Rp255,000 at Toko Tokozet Offic ...",0.25,0.25,1
"Coba cek ini, deh: ""Set Top Box TV Digital Tanaka DVBT2 Resmi Sertifikat KOMINFO - STB SNI"" Rp255.000 di toko TokoZ… https://t.co/Ois3cRrHLl","coba cek ini, deh: ""set top box tv digital tanaka dvbt2 resmi sertifikat kominfo - stb sni"" rp255.000 di toko tokoz… ","Try to check this, deh: ""Set Top Box Digital TV Tanaka DVBT2 Official Certificate of Kominfo - STB SNI"" Rp255,000 at Tokoz Toko ...",0.25,0.25,1
"RT @jajannndishopee: REKOMENDASI TV MURMER YANG SUPPORT TV DIGITAL✨

*jadi gak perlu pakai set top box
— a thread https://t.co/4rNPO9q4uU",rekomendasi tv murmer yang support tv digital✨  *jadi gak perlu pakai set top box — a thread ,Murmer TV recommendations that support digital tv✨ *so no need to use a set top box - a thread,0.25,0.25,1
Menteri Johnny mengatakan salah satu kunci sukses pelaksanaan migrasi TV analog ke digital ini adalah bantuan set t… https://t.co/WPwOZPeVfI,menteri johnny mengatakan salah satu kunci sukses pelaksanaan migrasi tv analog ke digital ini adalah bantuan set t… ,Minister Johnny said that one of the keys to the successful implementation of analog to digital tv migration was the assistance of T ...,0.475,0.375,1
RT @vita_AVP: Kunci suksesnya pelaksanaan migrasi TV analog ke digital ini adalah bantuan set top box gratis bagi rumah tangga miskin ekstr…,kunci suksesnya pelaksanaan migrasi tv analog ke digital ini adalah bantuan set top box gratis bagi rumah tangga miskin ekstr…,The key to the successful implementation of analog to digital tv migration is a free top box set for extreme poor households ...,0.6928571428571428,0.16071428571428573,1
"RT @tvOneNews: Hallo pemirsa setia tvOne! 
Segera lakukan scan ulang Set Top Box (STB) atau TV Digital untuk mendapatkan Channel tvOne di S…",hallo pemirsa setia tvone!  segera lakukan scan ulang set top box (stb) atau tv digital untuk mendapatkan channel tvone di s…,Hello loyal viewers TVOne! Immediately re -scan the Top Box (STB) or Digital TV to get the TVOne channel on S ...,0.4444444444444445,0.3055555555555555,1
"Sedari awal pas ada pengumuman tv analog mau ganti tv digital aku langsung beli set top box, mumpung ijik murah ban… https://t.co/cGJ8t5DdRp","sedari awal pas ada pengumuman tv analog mau ganti tv digital aku langsung beli set top box, mumpung ijik murah ban… ","From the beginning when there was an analog TV announcement I wanted to replace a digital TV I immediately bought a top box set, while Ijik cheap tires ...",0.39999999999999997,0.3,1
@jokowi set top box tv digital makin tdk stabil. peralihan tv digital ini kacau. harga mahal dan sinyal tdk merata, set top box tv digital makin tdk stabil. peralihan tv digital ini kacau. harga mahal dan sinyal tdk merata,Set Top Box Digital TV is increasingly unstable. This digital TV transition is chaotic. expensive price and uneven signals,0.27999999999999997,-0.04,-1
Menkominfo mengatakan salah satu kunci sukses pelaksanaan migrasi TV analog ke digital ini adalah bantuan set top b… https://t.co/XUYc3BycNF,menkominfo mengatakan salah satu kunci sukses pelaksanaan migrasi tv analog ke digital ini adalah bantuan set top b… ,The Minister of Communication and Information said that one of the keys to the successful implementation of analog to digital tv migration was the top B ...,0.48333333333333334,0.4166666666666667,1
"@hi_muss @amndzahra @vidio https://t.co/HyQYrGjBEh

Realpict ya kang",     realpict ya kang,"Realpict, bro",0.0,0.0,0
"July King DVB-T Car Mobile Digital Set Top Box, True Twin Tuners HEVC/H 265 DVB-T TV Receiver, Car HDMI TV Box,Supp… https://t.co/UU2JmTHAFs","july king dvb-t car mobile digital set top box, true twin tuners hevc/h 265 dvb-t tv receiver, car hdmi tv box,supp… ","July King DVB-T Mobile Digital Set Top Box, True Twin Tuers Hevc/H 265 DVB-T TV Receiver, Car HDMI TV Box, Supp ...",0.3833333333333333,0.2833333333333333,1
"Wholesale Indonesian set-top boxes
STB #Alibaba #Amazon  # set top box # Digital Tv Receiver
https://t.co/z9kCRd3y9h https://t.co/aQAFeqoCZH",wholesale indonesian set-top boxes stb alibaba amazon   set top box  digital tv receiver  ,Wholesale Indonesian Set-Top Boxes STB Alibaba Amazon Set Top Box Digital TV Receiver,0.25,0.25,1
Kunci suksesnya pelaksanaan migrasi TV analog ke digital ini adalah bantuan set top box gratis bagi rumah tangga mi… https://t.co/u5j2xXBsmT,kunci suksesnya pelaksanaan migrasi tv analog ke digital ini adalah bantuan set top box gratis bagi rumah tangga mi… ,The key to the successful implementation of analog to digital tv migration is a free top box set for mi households ...,0.65,0.32999999999999996,1
Cara Mudah Nonton TV Digital Tanpa Set Top Box https://t.co/UgKxpQv5zO,cara mudah nonton tv digital tanpa set top box ,Easy Ways to Watch Digital TV Without Set Top Boxes,0.4444444444444445,0.3111111111111111,1
Hal itu ternyata juga menjadi kekhawatiran warga di Bulak Banteng Kidul Gang 8 Surabaya Nurul Aini. Ia mengaku bahw… https://t.co/hyP9NUizrz,hal itu ternyata juga menjadi kekhawatiran warga di bulak banteng kidul gang 8 surabaya nurul aini. ia mengaku bahw… ,It was also a concern for residents in Bulak Banteng Kidul Gang 8 Surabaya Nurul Aini. He admitted that ...,0.0,0.0,0
"Bedanya tv digital sm analog tu apa ya? Kenapa harus ganti juga?
Aku bingung:' kasian ibuk dirumah mo nonton tv.
Ma… https://t.co/u5XzSYK6iC",bedanya tv digital sm analog tu apa ya? kenapa harus ganti juga? aku bingung:' kasian ibuk dirumah mo nonton tv. ma… ,What's the difference between digital TV and analog? Why do you have to change too? I was confused: 'sorry for my mother at home to watch TV. Ma ...,0.5666666666666667,-0.3,-1
Salah satu kunci sukses pelaksanaan migrasi TV analog ke digital ini adalah bantuan set top box gratis bagi rumah t… https://t.co/1orgfXezCY,salah satu kunci sukses pelaksanaan migrasi tv analog ke digital ini adalah bantuan set top box gratis bagi rumah t… ,One of the keys to the successful implementation of analog to digital tv migration is a free top box set for houses ...,0.5625,0.4125,1
Kamu tidak perlu khawatir saat menonton tv di Vidio saat cuaca buruk karena gambar dan suara yang ditampilkan tetap… https://t.co/WIZ4J4hBgz,kamu tidak perlu khawatir saat menonton tv di vidio saat cuaca buruk karena gambar dan suara yang ditampilkan tetap… ,You don't need to worry when watching TV on the video when the weather is bad because the images and sounds displayed are still ...,0.6666666666666666,-0.6999999999999998,-1
"RT @txtfromsoc: Semoga segera beres 🙏🏻

https://t.co/eruKclhAoM
#TXTSOC https://t.co/09cKeHxzcj",semoga segera beres 🙏🏻   txtsoc ,I hope it will be done soon 🙏🏻 TXTSOC,0.0,0.0,0
Menkominfo mengatakan salah satu kunci sukses pelaksanaan migrasi TV analog ke digital ini adalah bantuan set top b… https://t.co/OMOTV9zru1,menkominfo mengatakan salah satu kunci sukses pelaksanaan migrasi tv analog ke digital ini adalah bantuan set top b… ,The Minister of Communication and Information said that one of the keys to the successful implementation of analog to digital tv migration was the top B ...,0.48333333333333334,0.4166666666666667,1
"Semoga segera beres 🙏🏻

https://t.co/eruKclhAoM
#TXTSOC https://t.co/09cKeHxzcj",semoga segera beres 🙏🏻   txtsoc ,I hope it will be done soon 🙏🏻 TXTSOC,0.0,0.0,0
"Walah, Pembagian Set Top Box TV Digital Gratis di Solo Terkendala Distribusi https://t.co/mGYYaMq3UQ","walah, pembagian set top box tv digital gratis di solo terkendala distribusi ","Walah, the distribution of free digital TV top box sets in Solo is constrained by distribution",0.43333333333333335,0.3,1
"@yvgrh Make sense sih, apalagi belum semua punya set top box padahal analog di daerahnya udah mati terus sekarang b… https://t.co/H3NW20APpO"," make sense sih, apalagi belum semua punya set top box padahal analog di daerahnya udah mati terus sekarang b… ","Make sense anyway, especially not all have a set top box even though the analog in the area is dead and now b ...",0.6333333333333333,0.09999999999999999,1
"Mulai 20 Desember 2022, siaran TV analog di wilayah Surabaya akan dihentikan dan dialihkan ke siaran TV digital. Si… https://t.co/RqZww2llOh","mulai 20 desember 2022, siaran tv analog di wilayah surabaya akan dihentikan dan dialihkan ke siaran tv digital. si… ","Starting December 2022, analog TV broadcasts in the Surabaya region will be stopped and diverted to digital TV broadcasts. Si ...",0.05,0.0,0
"Set Top Box DVBT2 Matrix Apple HD TV Digital DVB T2
🔗https://t.co/93OMLdPQJP

Ronaldo Raul Lemos Drake Arab Saudi A… https://t.co/StJObKf4S1",set top box dvbt2 matrix apple hd tv digital dvb t2 🔗  ronaldo raul lemos drake arab saudi a… ,Set Top Box DVBT2 Matrix Apple HD Digital TV DVB T2 🔗 Ronaldo Raul Lemos Drake Saudi Arabia A ...,0.25,0.25,1
"Setelah Analog Switch Off, TV yg pakai set top box itu secara teknis sudah bukan ""TV"" lagi, tapi cuma ""monitor"" yg… https://t.co/PkX675YBWi","setelah analog switch off, tv yg pakai set top box itu secara teknis sudah bukan ""tv"" lagi, tapi cuma ""monitor"" yg… ","After the analog switch off, the TV that uses the top box set is technically not ""TV"" anymore, but only ""monitor"" which ...",0.5333333333333333,0.16666666666666666,1
"Hallo pemirsa setia tvOne! 
Segera lakukan scan ulang Set Top Box (STB) atau TV Digital untuk mendapatkan Channel t… https://t.co/9PEIN1JADn",hallo pemirsa setia tvone!  segera lakukan scan ulang set top box (stb) atau tv digital untuk mendapatkan channel t… ,Hello loyal viewers TVOne! Immediately re -scan the Top Box (STB) or Digital TV to get a T ...,0.4444444444444445,0.3055555555555555,1
@kemkominfo Sudah ikut peraturan pemerintah yg harus pake STB (set top box) karna sinyal tv analog sudah dimatikan… https://t.co/rFgCU6W72q, sudah ikut peraturan pemerintah yg harus pake stb (set top box) karna sinyal tv analog sudah dimatikan… ,Already followed government regulations that must use STB (set top box) because the analog TV signal has been turned off ...,0.5,0.5,1
"@Ech4Ikan @vidio Pake tv kabel trans. Tv nya juga tv lama, belum digital. Males beli set top box lagi wkwkwk","  pake tv kabel trans. tv nya juga tv lama, belum digital. males beli set top box lagi wkwkwk","use trans cable tv. The TV is also an old TV, not digital. lazy to buy another top box set wkwkwk",0.425,0.0875,1
Biarpun TV tabung tp yg penting bisa nonton pildun lancar di siaran digital berkat Set Top Box (STB).. Ayo upgrade… https://t.co/x2AVkjg6hh,biarpun tv tabung tp yg penting bisa nonton pildun lancar di siaran digital berkat set top box (stb).. ayo upgrade… ,even though the tube tv but the important thing is to be able to watch the smooth pildun on digital broadcasts thanks to the top box (stb) sets ... let's upgrade ...,0.4708333333333334,0.3333333333333333,1
"Rekomendasi set top box

Jernih Channel Banyak HD murah terjangkau
Wifi HDMI RCA DVBT2
USB Youtube Vidio WeTV Tikto… https://t.co/sRQ72z2mCj",rekomendasi set top box  jernih channel banyak hd murah terjangkau wifi hdmi rca dvbt2 usb youtube vidio wetv tikto… ,Recommendation Set Top Box Clear Channel Many Cheap HD Affordable HD Wifi HDMI RCA DVBT2 USB Youtube Vidio Wetv Tikto ...,0.5208333333333333,0.375,1
"Hallo pemirsa setia tvOne! 
Segera lakukan scan ulang Set Top Box (STB) atau TV Digital untuk mendapatkan Channel t… https://t.co/CimKeFNDBx",hallo pemirsa setia tvone!  segera lakukan scan ulang set top box (stb) atau tv digital untuk mendapatkan channel t… ,Hello loyal viewers TVOne! Immediately re -scan the Top Box (STB) or Digital TV to get a T ...,0.4444444444444445,0.3055555555555555,1
@littlestar01_ @convomfs Kan tv analog uda diganti jadi tv digital semua. Jadi sinyal analog tuh uda ga ada. Dan si… https://t.co/hduGprpbmw,  kan tv analog uda diganti jadi tv digital semua. jadi sinyal analog tuh uda ga ada. dan si… ,Analog TV has been changed to all digital TVs. So there is no analog signal. And the ...,0.0,0.0,0
"DIJUAL GROSIR SET TOP BOX TV DIGITAL NEXTRON

ada di toko oren, lengkapppp baru dengan kartu garansi harga Rp. 265.… https://t.co/H4Ro7nu9dm","dijual grosir set top box tv digital nextron  ada di toko oren, lengkapppp baru dengan kartu garansi harga rp. 265.… ","For sale wholesale Set Top Box Digital Nextron TV is in Oren Shop, Complete New PPP with a price warranty price of Rp. 265. ...",0.3386363636363636,0.18409090909090908,1
"Hallo pemirsa setia tvOne! 
Segera lakukan scan ulang Set Top Box (STB) atau TV Digital untuk mendapatkan Channel t… https://t.co/Ks1tv3fFNN",hallo pemirsa setia tvone!  segera lakukan scan ulang set top box (stb) atau tv digital untuk mendapatkan channel t… ,Hello loyal viewers TVOne! Immediately re -scan the Top Box (STB) or Digital TV to get a T ...,0.4444444444444445,0.3055555555555555,1
250K mah rang-orang mending beli set top box TV digital.,250k mah rang-orang mending beli set top box tv digital.,250k mah rang better buy a digital tv top box set.,0.3333333333333333,0.3333333333333333,1
RT @detikinet: #Terpopuler Kementerian Komunikasi dan Informatika (Kominfo) mengungkapkan data terkini realisasi distribusi set top box (ST…,terpopuler kementerian komunikasi dan informatika (kominfo) mengungkapkan data terkini realisasi distribusi set top box (st…,The most popular Ministry of Communication and Information (Kominfo) revealed the latest data on the realization of the distribution of the top box set (ST ...,0.7,0.525,1
#Terpopuler Kementerian Komunikasi dan Informatika (Kominfo) mengungkapkan data terkini realisasi distribusi set to… https://t.co/JvpoCQ5J1a,terpopuler kementerian komunikasi dan informatika (kominfo) mengungkapkan data terkini realisasi distribusi set to… ,The most popular Ministry of Communication and Information (Kominfo) revealed the latest data on the realization of the distribution set to ...,0.7666666666666666,0.5333333333333333,1
"RT @iamfachrulrozi: [A THREAD] 
Rekomendasi TV LED harga terjangkau yang sudah support siaran digital (tanpa Set Top Box)

1. Samsung HD Di…",[a thread]  rekomendasi tv led harga terjangkau yang sudah support siaran digital (tanpa set top box)  1. samsung hd di…,[A Thread] Recommended Affordable LED TV Prices that Support Digital Broadcasts (Without Set Top Boxes) 1. Samsung HD in ...,0.25,0.25,1
Cek Set Top Box TV Digital STB DVB-T2 Receiver Super HD 168 GOL DVB T2 K-Vision Harimau SuperHD dengan harga Rp215.… https://t.co/7QwyafyfXI,cek set top box tv digital stb dvb-t2 receiver super hd 168 gol dvb t2 k-vision harimau superhd dengan harga rp215.… ,Check the Top Box Digital DVB-T2 Top Box Set Super HD Receiver 168 Gol DVB T2 K-Vision Tiger Superhd at a price of Rp215. ...,0.41666666666666663,0.3333333333333333,1
RT @mjktfess: rek jare TV saiki nggawe siaran digital trus kudu nganggo Set Top Box(STB) ben iso bening siarane. Lah 2 hari iki kok burek k…,rek jare tv saiki nggawe siaran digital trus kudu nganggo set top box(stb) ben iso bening siarane. lah 2 hari iki kok burek k…,Rek Jare TV Saiki Nggawe Digital Broadcast Then Kudu Nganggo Set Top Box (STB) Ben Iso Bening Siaranne. Lah 2 days Iki how come it's burek k ...,0.25,0.25,1
"Digital TV Converter Box, ATSC Cabal Box - ZJBOX for Analog HDTV Live1080P Set Top TV Box with PVR Recording&amp;Playba… https://t.co/tAYiYiAd6M","digital tv converter box, atsc cabal box - zjbox for analog hdtv live1080p set top tv box with pvr recording&amp;playba… ","Digital TV Converter Box, Atsc Cabal Box - Zjbox for Analog HDTV Live1080p Set Top TV Box With PVR Recording & Amp; Playba ...",0.25,0.25,1
"Cara cek Tv dirumah Apakah Sudah Digital ? Cara cek channel digital lewat hp
T : tv analog tv digital set top box a… https://t.co/XTKj2v9k9s",cara cek tv dirumah apakah sudah digital ? cara cek channel digital lewat hp t : tv analog tv digital set top box a… ,How to check TV at home is it digital? how to check digital channel via cellphone T: analog tv digital tv set top box a ...,0.125,0.125,1
"Hai #SahabatData
Hari ini Rasa Ceria mengangkat tema Analog Switch Off 2022 yaitu suntik matinya TV analog

Dari in… https://t.co/xJ0uWAWF5X",hai sahabatdata hari ini rasa ceria mengangkat tema analog switch off 2022 yaitu suntik matinya tv analog  dari in… ,"Hi friends today a cheerful sense of raising the theme of analog switch off 2022, namely the injection of the death of analog tv from In ...",1.0,0.4,1
"RT @detikcom: Kominfo ungkap data terkini realisasi distribusi Set Top Box gratis secara nasional. Sayangnya, realisasi bantuan yang bersum…","kominfo ungkap data terkini realisasi distribusi set top box gratis secara nasional. sayangnya, realisasi bantuan yang bersum…","Kominfo revealed the latest data on the realization of the distribution of free top box sets nationally. Unfortunately, the realization of aid that is ...",0.8,0.22499999999999998,1
"M96 Tv Box Android X9 Mini Bluetooth Smart Tv Box Set Top Box Tv Digital 5G Wifi Tv Box 2+16GB

Rp290.000… https://t.co/PZgUSIMWPF",m96 tv box android x9 mini bluetooth smart tv box set top box tv digital 5g wifi tv box 2+16gb  rp290.000… ,"M96 TV Box Android X9 Mini Bluetooth Smart TV Box Box Set Top Box Digital TV 5G Wifi TV Box 2+16GB Rp290,000 ...",0.38095238095238093,0.2380952380952381,1
"MEDIOHOME SET TOP BOX STB TV DIGITAL

Rp270.000
https://t.co/GdODQ2ghwk https://t.co/Va5FQx7WaP",mediohome set top box stb tv digital  rp270.000  ,"Mediohome Set Top Box Stb Digital TV Rp270,000",0.25,0.25,1
"Advance STB Set Top Box TV Digital Receiver 

Rp229.900
https://t.co/qEocA5Yi4X https://t.co/6V78jKqYtk",advance stb set top box tv digital receiver   rp229.900  ,"Advance Stb Set Top Box Digital TV Receiver Rp229,900",0.25,0.25,1
"Mobix Set Top Box TV Digital Super HD 168 DVB T2

Rp235.000
https://t.co/8kv6XYm4Sd https://t.co/jUgxzn3vmj",mobix set top box tv digital super hd 168 dvb t2  rp235.000  ,"Mobix Set Top Box Digital TV Super HD 168 DVB T2 Rp235,000",0.38888888888888884,0.27777777777777773,1
"LUNA X EVERCOSS Set Top Box TV Penerima Siaran Digital Receiver Full HD

Rp249.900
https://t.co/a7UqKP1svC https://t.co/GjNRtx3B1W",luna x evercoss set top box tv penerima siaran digital receiver full hd  rp249.900  ,"Luna X Evercoss Set Top Box TV Recipient Recipients of Full HD Digital Receiver Rp249,900",0.35000000000000003,0.2833333333333333,1
"Evercoss Set Top BoX STB Prime digital TV receiver Full HD

Rp225.000
https://t.co/yY3Mar0OXI https://t.co/ECYcE5WXbi",evercoss set top box stb prime digital tv receiver full hd  rp225.000  ,"Evercoss Set Top Box STB Prime Digital TV Receiver Full HD Rp225,000",0.35000000000000003,0.2833333333333333,1
"RT @detikinet: Lagi-lagi heboh dengan kabar Set Top Box yang meledak. Agar tetap aman, begini cara penggunaan STB yang benar dan tepat.  ht…","lagi-lagi heboh dengan kabar set top box yang meledak. agar tetap aman, begini cara penggunaan stb yang benar dan tepat.  ht…","Again, excited about the exploded top box set. To stay safe, this is how to use the right and right STB. ht ...",0.5642857142857143,0.38928571428571423,1
"Lagi-lagi heboh dengan kabar Set Top Box yang meledak. Agar tetap aman, begini cara penggunaan STB yang benar dan t… https://t.co/AGVAY76l2P","lagi-lagi heboh dengan kabar set top box yang meledak. agar tetap aman, begini cara penggunaan stb yang benar dan t… ","Again, excited about the exploded top box set. To stay safe, this is how to use the correct STB and T ...",0.5833333333333334,0.4583333333333333,1
Rek jare TV saiki nggawe siaran digital trus kudu nganggo Set Top Box(STB) ben iso bening siarane. Lah 2 hari iki k… https://t.co/pVEO4NnMa6,rek jare tv saiki nggawe siaran digital trus kudu nganggo set top box(stb) ben iso bening siarane. lah 2 hari iki k… ,Rek Jare TV Saiki Nggawe Digital Broadcast Then Kudu Nganggo Set Top Box (STB) Ben Iso Bening Siaranne. Lah 2 days iki k ...,0.25,0.25,1
rek jare TV saiki nggawe siaran digital trus kudu nganggo Set Top Box(STB) ben iso bening siarane. Lah 2 hari iki k… https://t.co/xz2uOgRD6a,rek jare tv saiki nggawe siaran digital trus kudu nganggo set top box(stb) ben iso bening siarane. lah 2 hari iki k… ,Rek Jare TV Saiki Nggawe Digital Broadcast Then Kudu Nganggo Set Top Box (STB) Ben Iso Bening Siaranne. Lah 2 days iki k ...,0.25,0.25,1
"RT @detikcom: Lagi-lagi heboh dengan kabar Set Top Box yang meledak. Agar tetap aman, begini cara penggunaan STB yang benar dan tepat.  htt…","lagi-lagi heboh dengan kabar set top box yang meledak. agar tetap aman, begini cara penggunaan stb yang benar dan tepat.  htt…","Again, excited about the exploded top box set. To stay safe, this is how to use the right and right STB. htt ...",0.5642857142857143,0.38928571428571423,1
"Lagi-lagi heboh dengan kabar Set Top Box yang meledak. Agar tetap aman, begini cara penggunaan STB yang benar dan t… https://t.co/QjEoETr3Qb","lagi-lagi heboh dengan kabar set top box yang meledak. agar tetap aman, begini cara penggunaan stb yang benar dan t… ","Again, excited about the exploded top box set. To stay safe, this is how to use the correct STB and T ...",0.5833333333333334,0.4583333333333333,1
"Turbo - Set top box nextron 

Nextron TR1000 Set Top Box adalah alat penerima siaran TV Digital generasi terbaru, s… https://t.co/fT8GGhuMmm","turbo - set top box nextron   nextron tr1000 set top box adalah alat penerima siaran tv digital generasi terbaru, s… ","Turbo - Set Top Box Nextron Nextron TR1000 Set Top Box is the latest generation of digital TV broadcasting tool, s ...",0.475,0.375,1
"cara pasang set top box
https://t.co/cikC9EnCQz",cara pasang set top box ,how to install set top box,0.5,0.5,1
"@jokowi ga semua rakyat mampu membeli stb dengan harga mahal, apalagi mereka yang hidup sehari hari saja susah"," ga semua rakyat mampu membeli stb dengan harga mahal, apalagi mereka yang hidup sehari hari saja susah","not all people are able to buy STB at high prices, especially those who live everyday are difficult",0.7108333333333334,0.01606060606060607,1
"@jokowi Udah harga BBM naik, harga sembako juga naik, semuanya naik. Kok ditambah suruh beli STB biar bisa menikmati acara atau berita di TV"," udah harga bbm naik, harga sembako juga naik, semuanya naik. kok ditambah suruh beli stb biar bisa menikmati acara atau berita di tv","Already the price of fuel rises, the price of basic food also rises, everything goes up. how come plus told to buy a stb so I can enjoy the show or news on tv",0.3125,0.2,1
"@jokowi Harga STB makin hari makin mahal, sedangkan gaji cuma bisa buat makan sebulan doang, peralihan TV analog ke… https://t.co/kjMqi8IrBq"," harga stb makin hari makin mahal, sedangkan gaji cuma bisa buat makan sebulan doang, peralihan tv analog ke… ","The price of STB is increasingly expensive, while salary can only make a month to eat, analog TV transition to ...",0.85,-0.25,-1
"@jokowi Sudah harga BBM naik, harga kebutuhan pokok juga naik, semuanya naik. Kok masih aja disuruh beli STB"," sudah harga bbm naik, harga kebutuhan pokok juga naik, semuanya naik. kok masih aja disuruh beli stb","Already the price of fuel rises, the price of basic necessities also rises, everything goes up. how come it's still told to buy a stb",0.125,0.0,0
"@jokowi Harga STB mahal banget pak, belum sanggup beli karena harganya sudah mahal banget"," harga stb mahal banget pak, belum sanggup beli karena harganya sudah mahal banget","The price of STB is very expensive, sir, can't buy it because the price is very expensive",0.9099999999999999,-0.65,-1
"@jokowi Sudah semua harga kebutuhan naik, semuanya naik, kok ya masih disuruh beli STB biar bisa menikmati acara TV"," sudah semua harga kebutuhan naik, semuanya naik, kok ya masih disuruh beli stb biar bisa menikmati acara tv","Already all the prices of needs rise, everything goes up, how come you are still told to buy a STB so you can enjoy TV shows",0.5,0.4,1
@jokowi Pak tolong solusinya dong utk harga stb yg murah, pak tolong solusinya dong utk harga stb yg murah,"sir, please solution for cheap STB prices",0.7,0.4,1
"@jokowi Maaf pak harga stb gmn, gada solusi ya?"," maaf pak harga stb gmn, gada solusi ya?","Sorry, sir, the price of STB, how come the solution is?",1.0,-0.5,-1
"@jokowi Gimana yah harga stb naik terus, gada solusi yah pak?"," gimana yah harga stb naik terus, gada solusi yah pak?","How does the price of STB continue to rise, the solution is, sir?",0.0,0.0,0
@jokowi Pak ko harga STB ini malah banget ya, pak ko harga stb ini malah banget ya,"sir, how come the price of this STB is really",0.2,0.2,1
@jokowi tidak meminta lebih tapi cukup berikan harga STB dengan standar ekonomi masyarakat menengah, tidak meminta lebih tapi cukup berikan harga stb dengan standar ekonomi masyarakat menengah,not asking for more but enough to provide a STB price with the economic standards of the middle class,0.3,0.175,1
"@jokowi karena harga stb ga murah, jelas beberapa masyarakat malah merasa disulitkan loh pak"," karena harga stb ga murah, jelas beberapa masyarakat malah merasa disulitkan loh pak","Because the price of STB is not cheap, obviously some people even feel difficult, sir",0.7333333333333334,-0.2333333333333333,-1
